TransactionID,DateKey,MerchantKey,LocationKey,TransactionTypeKey,Amount,IsFraud
61,20240514,94,MUMBAI,transfer,388400.93,1
62,20240626,400,BENGALURU,purchase,170751.08,0
63,20240928,526,KOLKATA,refund,84325.72,0
64,20240404,576,JAIPUR,purchase,323075.78,0
65,20240113,879,DELHI,purchase,163179.22,0
66,20240605,680,AHMEDABAD,refund,59478.38,0
67,20231223,546,HYDERABAD,purchase,147576.0,0
68,20240213,219,SURAT,purchase,284526.82,0
69,20240513,555,DELHI,purchase,284116.8,0
70,20240102,412,CHENNAI,refund,40679.1,0
71,20240309,210,BENGALURU,purchase,360737.85,1
72,20240323,363,BENGALURU,refund,19392.45,0
73,20240430,112,SURAT,purchase,140968.58,0
74,20240829,109,BENGALURU,purchase,278405.32,0
75,20241012,469,HYDERABAD,purchase,189631.2,0
76,20240824,823,JAIPUR,purchase,246531.45,0
77,20240413,447,SURAT,purchase,166282.88,0
78,20240115,619,HYDERABAD,purchase,124529.62,0
79,20240213,94,CHENNAI,transfer,380437.2,0
80,20240110,620,CHENNAI,refund,18376.05,0
81,20240920,979,HYDERABAD,purchase,354605.62,1
82,20240915,770,KOLKATA,refund,83103.9,0
83,20240909,807,BENGALURU,purchase,178712.32,0
84,20241019,52,HYDERABAD,purchase,208093.05,0
85,20231105,196,DELHI,purchase,188323.58,0
86,20240509,282,AHMEDABAD,purchase,196180.05,0
87,20240125,926,PUNE,refund,89199.82,0
88,20240608,397,MUMBAI,cash_out,342558.15,1
89,20231116,431,AHMEDABAD,purchase,325648.95,0
90,20240329,701,HYDERABAD,purchase,113033.25,0
91,20231227,846,BENGALURU,transfer,406121.92,1
92,20240107,941,BENGALURU,purchase,194404.65,0
93,20240805,817,DELHI,transfer,373479.98,1
94,20240916,87,MUMBAI,purchase,165495.0,0
95,20240505,708,BENGALURU,purchase,158711.85,0
96,20240905,336,HYDERABAD,refund,99815.1,0
97,20240731,188,JAIPUR,purchase,293554.8,0
98,20241018,407,JAIPUR,refund,76220.1,0
99,20240927,656,PUNE,transfer,398999.7,0
100,20240720,818,HYDERABAD,purchase,280178.25,0
101,20240715,68,PUNE,purchase,208096.35,0
102,20240824,837,PUNE,refund,35800.05,0
103,20241016,37,AHMEDABAD,transfer,410490.3,0
104,20240602,78,DELHI,refund,63725.48,0
105,20240625,348,BENGALURU,refund,67177.27,0
106,20240430,574,CHENNAI,purchase,248835.68,0
107,20231115,725,BENGALURU,refund,52773.6,0
108,20240927,376,SURAT,purchase,296462.1,0
109,20240306,934,CHENNAI,purchase,296439.0,0
110,20240722,78,KOLKATA,refund,64827.68,0
111,20241001,727,JAIPUR,purchase,115893.52,0
112,20231102,258,SURAT,refund,32017.42,0
113,20231228,441,PUNE,purchase,368696.62,0
114,20240810,305,KOLKATA,purchase,254448.98,0
115,20231122,364,SURAT,purchase,269673.53,0
116,20240430,339,BENGALURU,cash_out,366605.25,1
117,20240816,382,JAIPUR,purchase,311337.68,0
118,20240201,464,SURAT,purchase,208381.8,0
119,20240613,714,SURAT,purchase,233272.88,0
120,20240305,244,SURAT,refund,84105.45,0
121,20240328,231,CHENNAI,purchase,121792.28,0
122,20240922,443,KOLKATA,purchase,154405.35,0
123,20240905,455,BENGALURU,purchase,106485.22,0
124,20240605,608,HYDERABAD,cash_out,322087.42,0
125,20240930,232,PUNE,refund,25006.58,0
126,20240121,955,JAIPUR,purchase,119229.82,0
127,20231028,897,CHENNAI,purchase,230801.18,0
128,20231215,663,JAIPUR,transfer,397711.05,0
129,20240522,983,PUNE,transfer,385840.95,0
130,20240419,349,DELHI,purchase,175862.78,0
131,20240817,366,JAIPUR,transfer,378943.95,0
132,20240515,486,MUMBAI,purchase,244555.58,0
133,20240625,587,PUNE,cash_out,367336.2,0
134,20240301,816,BENGALURU,refund,87841.88,0
135,20231129,648,MUMBAI,purchase,160955.02,0
136,20241016,207,SURAT,purchase,250253.85,0
137,20240103,806,PUNE,transfer,377842.58,0
138,20241010,616,BENGALURU,cash_out,368202.45,1
139,20240315,163,KOLKATA,transfer,397997.32,0
140,20231112,728,KOLKATA,purchase,132540.38,0
141,20231030,814,HYDERABAD,purchase,251680.28,0
142,20240103,688,DELHI,purchase,285929.32,0
143,20231130,621,AHMEDABAD,purchase,134415.6,0
144,20240124,141,AHMEDABAD,cash_out,314011.5,0
145,20240321,282,KOLKATA,purchase,289307.7,0
146,20240315,818,AHMEDABAD,purchase,156178.28,0
147,20240124,294,MUMBAI,purchase,249340.58,0
148,20240909,675,MUMBAI,purchase,136089.52,0
149,20231207,574,SURAT,purchase,225703.5,0
150,20240816,381,MUMBAI,refund,49693.88,0
151,20240908,565,CHENNAI,purchase,265167.38,0
152,20231114,794,KOLKATA,purchase,307902.38,0
153,20240220,174,PUNE,purchase,140718.6,0
154,20231204,207,KOLKATA,purchase,276721.5,0
155,20240813,187,AHMEDABAD,refund,95303.18,0
156,20240319,964,HYDERABAD,refund,1821.6,0
157,20231023,118,AHMEDABAD,purchase,209997.97,0
158,20240408,279,HYDERABAD,purchase,261841.8,0
159,20240706,681,MUMBAI,purchase,202841.1,0
160,20240523,796,JAIPUR,refund,27324.0,0
161,20240922,434,JAIPUR,cash_out,325658.85,0
162,20240612,1,KOLKATA,refund,63396.3,0
163,20240218,824,HYDERABAD,purchase,270427.58,0
164,20231116,560,JAIPUR,purchase,361826.85,0
165,20231126,789,JAIPUR,purchase,346131.22,0
166,20231130,471,SURAT,purchase,214247.55,0
167,20240401,666,SURAT,purchase,363966.9,0
168,20240419,584,BENGALURU,purchase,148202.18,0
169,20240618,255,SURAT,purchase,105837.6,0
170,20240725,28,MUMBAI,purchase,149549.4,0
171,20240901,551,JAIPUR,purchase,173669.92,0
172,20240315,826,KOLKATA,refund,14913.53,0
173,20231231,737,KOLKATA,refund,5680.12,0
174,20240513,303,SURAT,refund,16055.32,0
175,20240406,3,CHENNAI,purchase,338280.52,0
176,20231230,505,JAIPUR,purchase,267870.9,0
177,20240803,502,AHMEDABAD,purchase,281467.72,0
178,20240505,484,SURAT,purchase,275770.28,0
179,20231115,582,KOLKATA,refund,51193.72,0
180,20240101,714,KOLKATA,purchase,163851.6,0
181,20240104,232,CHENNAI,purchase,282785.25,0
182,20240527,210,AHMEDABAD,transfer,408717.37,0
183,20231201,27,CHENNAI,purchase,188276.55,0
184,20240714,706,SURAT,purchase,122915.1,0
185,20240224,429,DELHI,refund,5391.37,0
186,20240720,828,DELHI,purchase,158375.25,0
187,20240417,174,PUNE,purchase,180656.85,0
188,20231031,361,BENGALURU,purchase,302509.35,0
189,20240801,627,HYDERABAD,purchase,356022.98,1
190,20240721,75,SURAT,purchase,301256.18,0
191,20240907,916,JAIPUR,purchase,140563.5,1
192,20240427,862,JAIPUR,cash_out,350468.25,1
193,20240903,417,MUMBAI,purchase,140797.8,0
194,20240930,615,BENGALURU,purchase,201709.2,0
195,20240930,37,HYDERABAD,purchase,243025.2,0
196,20240812,786,CHENNAI,transfer,410133.08,0
197,20231102,345,KOLKATA,purchase,231479.32,0
198,20241020,367,AHMEDABAD,purchase,352433.4,0
199,20240515,722,BENGALURU,purchase,306505.65,0
200,20240520,883,DELHI,purchase,349818.15,0
201,20240307,409,CHENNAI,refund,48083.48,0
202,20240627,109,PUNE,refund,3207.6,0
203,20231118,167,MUMBAI,transfer,404773.88,1
204,20240102,743,BENGALURU,refund,30735.38,0
205,20241020,631,CHENNAI,purchase,136181.1,0
206,20240402,201,DELHI,refund,24770.62,0
207,20240426,240,DELHI,refund,79815.45,0
208,20240418,921,PUNE,purchase,169269.38,0
209,20231105,826,JAIPUR,purchase,135408.9,1
210,20231107,116,PUNE,refund,33619.57,0
211,20240301,965,JAIPUR,purchase,244222.28,0
212,20231106,719,DELHI,purchase,258102.08,0
213,20240106,627,CHENNAI,purchase,120765.98,0
214,20240424,43,AHMEDABAD,purchase,213451.42,0
215,20240415,573,PUNE,refund,13669.42,0
216,20240826,151,JAIPUR,purchase,116208.67,0
217,20240218,919,PUNE,cash_out,362912.55,0
218,20240320,452,SURAT,purchase,277680.15,0
219,20240703,411,HYDERABAD,refund,45186.9,0
220,20231124,205,SURAT,purchase,280823.4,0
221,20240125,990,AHMEDABAD,cash_out,343207.42,0
222,20240504,303,CHENNAI,purchase,259619.25,0
223,20240525,780,PUNE,transfer,394210.58,0
224,20240218,256,PUNE,purchase,238448.92,0
225,20240315,797,MUMBAI,cash_out,348989.02,1
226,20240618,220,JAIPUR,purchase,279491.85,0
227,20231209,289,MUMBAI,purchase,234090.45,0
228,20240713,443,KOLKATA,purchase,161449.2,0
229,20231115,388,JAIPUR,purchase,230838.3,0
230,20240330,576,KOLKATA,purchase,146355.83,0
231,20240115,279,BENGALURU,refund,101674.65,0
232,20240508,445,JAIPUR,refund,39080.25,0
233,20241017,148,DELHI,purchase,104368.28,0
234,20240731,169,AHMEDABAD,purchase,307463.47,0
235,20240502,515,SURAT,purchase,136148.92,0
236,20241006,4,MUMBAI,purchase,340339.72,1
237,20240404,488,BENGALURU,purchase,289285.42,0
238,20240710,233,HYDERABAD,refund,49854.75,0
239,20231227,496,DELHI,refund,81238.58,0
240,20241015,744,KOLKATA,transfer,374662.2,0
241,20240916,298,JAIPUR,purchase,340543.5,0
242,20240809,53,KOLKATA,refund,88634.7,0
243,20240808,59,HYDERABAD,purchase,272722.72,0
244,20231119,193,SURAT,purchase,230253.37,0
245,20240719,947,BENGALURU,purchase,259508.7,0
246,20231120,337,HYDERABAD,purchase,339637.65,0
247,20240205,248,CHENNAI,refund,55327.8,0
248,20240125,966,AHMEDABAD,purchase,116906.62,0
249,20231222,827,BENGALURU,purchase,305249.18,0
250,20241006,980,CHENNAI,purchase,148990.88,0
251,20240824,949,SURAT,purchase,165300.3,0
252,20240103,973,JAIPUR,refund,27899.85,0
253,20241004,919,BENGALURU,purchase,253205.7,0
254,20240728,101,JAIPUR,purchase,149320.05,0
255,20231219,623,HYDERABAD,purchase,301973.92,0
256,20231110,590,JAIPUR,purchase,348828.98,0
257,20240519,113,CHENNAI,refund,82217.85,0
258,20240728,598,PUNE,refund,80800.5,0
259,20240612,106,PUNE,purchase,355627.8,0
260,20240628,933,AHMEDABAD,purchase,151889.1,0
261,20240718,67,JAIPUR,refund,79636.42,0
262,20240614,691,PUNE,purchase,193698.45,0
263,20231205,1,BENGALURU,purchase,106372.2,0
264,20240220,662,PUNE,refund,97080.22,0
265,20240429,855,PUNE,purchase,289006.58,0
266,20231104,750,JAIPUR,purchase,142795.12,0
267,20240723,47,KOLKATA,purchase,365473.35,0
268,20240626,618,DELHI,refund,46646.32,0
269,20240909,371,DELHI,refund,58154.25,0
270,20231218,695,CHENNAI,purchase,127436.1,0
271,20240204,207,SURAT,refund,60403.2,0
272,20231208,280,PUNE,purchase,248744.1,0
273,20240918,136,MUMBAI,purchase,107839.88,0
274,20240602,63,DELHI,purchase,151331.4,0
275,20240528,197,JAIPUR,purchase,202483.05,0
276,20240615,780,BENGALURU,purchase,114847.42,0
277,20240801,848,AHMEDABAD,transfer,397266.38,0
278,20240108,519,BENGALURU,purchase,289859.62,0
279,20240612,736,BENGALURU,refund,59776.2,0
280,20240205,864,JAIPUR,purchase,150178.05,0
281,20240907,76,SURAT,refund,79594.35,0
282,20240411,731,BENGALURU,cash_out,345379.65,1
283,20240322,645,AHMEDABAD,purchase,355181.48,0
284,20240804,972,JAIPUR,purchase,280306.12,0
285,20231106,843,PUNE,transfer,379827.52,0
286,20240104,785,JAIPUR,purchase,175380.98,0
287,20240819,914,MUMBAI,purchase,143635.8,0
288,20240317,870,DELHI,purchase,239447.18,0
289,20240901,874,DELHI,cash_out,351446.7,1
290,20231127,67,PUNE,purchase,238231.12,0
291,20240414,671,CHENNAI,refund,61097.85,0
292,20240508,480,MUMBAI,purchase,175005.6,0
293,20231124,302,MUMBAI,purchase,290757.22,0
294,20240627,529,CHENNAI,purchase,318222.3,0
295,20240907,849,KOLKATA,refund,59146.72,0
296,20240814,804,JAIPUR,purchase,139707.98,0
297,20240921,466,PUNE,transfer,401151.3,0
298,20240505,497,SURAT,purchase,229651.12,0
299,20240310,882,CHENNAI,purchase,229788.9,0
300,20240906,98,SURAT,transfer,385966.35,0
301,20240410,887,SURAT,purchase,320075.25,0
302,20240104,332,PUNE,refund,61603.58,0
303,20240901,156,DELHI,refund,42959.4,0
304,20240308,542,MUMBAI,purchase,289854.68,0
305,20240511,57,KOLKATA,transfer,390564.07,0
306,20240216,925,CHENNAI,purchase,272509.05,0
307,20231101,540,BENGALURU,transfer,410817.0,1
308,20240811,115,CHENNAI,purchase,206737.58,0
309,20240807,8,MUMBAI,transfer,406746.45,1
310,20241014,768,AHMEDABAD,purchase,230501.7,0
311,20240703,886,JAIPUR,transfer,405291.15,0
312,20231228,278,DELHI,refund,60195.3,0
313,20240902,213,CHENNAI,purchase,175760.47,0
314,20240709,704,SURAT,purchase,172756.65,0
315,20240407,338,PUNE,refund,76607.85,0
316,20240920,756,BENGALURU,purchase,131517.38,0
317,20240503,108,HYDERABAD,purchase,247706.25,0
318,20240407,130,SURAT,purchase,308924.55,0
319,20240810,45,SURAT,purchase,123034.72,0
320,20240616,237,HYDERABAD,refund,23197.35,1
321,20240507,340,DELHI,purchase,243810.6,0
322,20240503,527,AHMEDABAD,refund,6765.0,0
323,20231023,870,PUNE,purchase,320630.47,0
324,20240620,693,AHMEDABAD,purchase,207349.72,0
325,20240804,744,CHENNAI,transfer,372716.85,0
326,20231121,449,SURAT,purchase,298754.78,0
327,20240618,574,MUMBAI,cash_out,364873.58,1
328,20240521,985,PUNE,refund,47997.68,0
329,20240717,201,CHENNAI,refund,74239.27,0
330,20241016,277,AHMEDABAD,purchase,267110.25,0
331,20240412,73,JAIPUR,purchase,129463.12,0
332,20240814,850,DELHI,refund,23316.15,0
333,20240108,671,MUMBAI,purchase,122698.95,0
334,20231228,347,CHENNAI,purchase,209357.78,0
335,20240922,799,AHMEDABAD,cash_out,320995.12,0
336,20231026,443,PUNE,purchase,241913.1,0
337,20240308,288,SURAT,refund,102566.48,0
338,20240708,597,BENGALURU,refund,9660.75,0
339,20240403,439,KOLKATA,purchase,326470.65,0
340,20240621,636,BENGALURU,purchase,124709.48,0
341,20240225,75,PUNE,refund,47383.88,0
342,20240123,347,HYDERABAD,purchase,187268.4,0
343,20241017,243,DELHI,purchase,144476.48,0
344,20240818,791,BENGALURU,refund,63530.78,0
345,20240518,64,BENGALURU,cash_out,328868.1,1
346,20240716,487,HYDERABAD,refund,10403.25,0
347,20240909,755,DELHI,purchase,139275.68,0
348,20240811,904,HYDERABAD,purchase,228948.22,0
349,20240914,353,JAIPUR,transfer,380327.48,0
350,20240730,789,SURAT,purchase,352865.7,0
351,20240918,96,BENGALURU,purchase,295732.8,0
352,20241002,282,JAIPUR,purchase,296051.25,0
353,20231022,527,BENGALURU,purchase,195544.8,0
354,20240813,107,CHENNAI,purchase,226083.0,0
355,20240420,398,JAIPUR,purchase,173858.85,0
356,20240713,598,HYDERABAD,transfer,384088.65,1
357,20231110,881,JAIPUR,purchase,116278.8,0
358,20240623,413,PUNE,purchase,181136.18,0
359,20240730,294,PUNE,purchase,256043.7,0
360,20231224,230,AHMEDABAD,purchase,227323.8,0
361,20240412,601,SURAT,refund,98514.9,0
362,20231109,590,HYDERABAD,refund,68013.82,0
363,20240810,734,DELHI,purchase,188689.05,0
364,20240829,989,CHENNAI,refund,63898.72,0
365,20240918,247,DELHI,purchase,192245.62,0
366,20240310,767,SURAT,cash_out,309148.95,0
367,20240419,686,KOLKATA,purchase,349225.8,0
368,20231226,899,SURAT,purchase,285270.97,0
369,20241010,118,BENGALURU,purchase,142461.0,0
370,20240506,906,HYDERABAD,purchase,257961.0,0
371,20231029,789,BENGALURU,purchase,251431.95,1
372,20240110,405,PUNE,purchase,284572.2,0
373,20240725,488,HYDERABAD,refund,68725.8,0
374,20231201,973,PUNE,refund,20513.62,0
375,20240515,713,JAIPUR,purchase,135184.5,0
376,20240715,924,SURAT,refund,27015.45,0
377,20240521,842,DELHI,refund,8023.12,0
378,20240526,241,HYDERABAD,purchase,119055.75,0
379,20240715,854,AHMEDABAD,transfer,382848.68,0
380,20240915,787,CHENNAI,purchase,203744.48,0
381,20240201,80,JAIPUR,refund,47196.6,0
382,20240817,584,AHMEDABAD,purchase,152242.2,0
383,20240903,130,KOLKATA,purchase,124517.25,0
384,20231224,446,CHENNAI,purchase,136149.75,0
385,20231024,436,CHENNAI,refund,82429.05,0
386,20240720,236,KOLKATA,cash_out,342971.48,0
387,20231026,93,CHENNAI,purchase,194115.08,0
388,20240831,311,DELHI,purchase,294431.77,0
389,20240921,921,CHENNAI,purchase,279690.68,0
390,20240904,655,PUNE,transfer,390177.15,0
391,20240718,648,BENGALURU,purchase,177616.72,0
392,20240507,838,CHENNAI,purchase,296741.77,0
393,20240909,14,PUNE,purchase,271343.32,0
394,20240229,964,PUNE,purchase,166365.38,0
395,20231108,963,DELHI,cash_out,335249.48,1
396,20231116,726,BENGALURU,purchase,169541.63,0
397,20240520,575,BENGALURU,refund,57327.6,0
398,20240317,799,BENGALURU,purchase,130813.65,0
399,20231116,271,MUMBAI,transfer,376303.12,1
400,20240523,104,KOLKATA,purchase,348502.28,0
401,20240827,239,SURAT,purchase,246589.2,0
402,20231230,312,HYDERABAD,refund,67183.88,0
403,20240826,489,SURAT,purchase,258149.1,0
404,20240708,8,AHMEDABAD,purchase,104593.5,0
405,20240904,41,SURAT,purchase,313472.78,0
406,20240301,848,HYDERABAD,purchase,283226.62,0
407,20240610,803,SURAT,purchase,225159.0,0
408,20231212,681,BENGALURU,transfer,386618.92,1
409,20231101,431,KOLKATA,purchase,156835.8,0
410,20240218,740,MUMBAI,refund,13542.38,0
411,20231021,985,KOLKATA,purchase,140827.5,0
412,20240130,460,AHMEDABAD,refund,46094.4,0
413,20240413,572,BENGALURU,purchase,281738.32,0
414,20240825,275,BENGALURU,purchase,269533.28,0
415,20240511,45,JAIPUR,cash_out,334681.88,0
416,20231108,595,KOLKATA,transfer,388384.42,0
417,20240406,769,AHMEDABAD,purchase,172613.1,0
418,20231214,983,PUNE,refund,16952.1,0
419,20240428,29,JAIPUR,purchase,130858.2,0
420,20231115,136,DELHI,purchase,178886.4,0
421,20240519,889,CHENNAI,purchase,141730.88,0
422,20240910,675,HYDERABAD,transfer,388497.45,1
423,20231212,106,AHMEDABAD,purchase,120294.9,0
424,20231222,115,PUNE,transfer,388388.55,0
425,20240307,381,AHMEDABAD,purchase,342538.35,0
426,20240906,414,MUMBAI,purchase,152227.35,0
427,20240704,964,DELHI,purchase,175021.28,0
428,20240930,654,BENGALURU,purchase,128799.0,0
429,20231031,765,BENGALURU,purchase,110847.82,0
430,20241015,275,SURAT,refund,101907.3,0
431,20240727,724,HYDERABAD,purchase,283389.15,0
432,20240907,639,HYDERABAD,purchase,310995.3,1
433,20240910,399,SURAT,purchase,168178.72,0
434,20240922,433,JAIPUR,purchase,251363.48,0
435,20240511,761,JAIPUR,refund,94777.65,0
436,20231203,435,DELHI,purchase,116660.78,0
437,20231110,224,CHENNAI,purchase,175128.52,0
438,20240522,550,AHMEDABAD,refund,34123.65,0
439,20240613,402,BENGALURU,transfer,376195.88,1
440,20231103,948,KOLKATA,refund,15246.0,0
441,20240527,821,SURAT,refund,44026.12,0
442,20240414,83,SURAT,purchase,161152.2,0
443,20240724,275,MUMBAI,cash_out,362954.62,1
444,20231112,494,HYDERABAD,purchase,286005.22,0
445,20240831,120,CHENNAI,purchase,129038.25,0
446,20231027,146,PUNE,purchase,335950.72,0
447,20231105,928,CHENNAI,purchase,107899.28,0
448,20240809,894,KOLKATA,refund,95270.18,0
449,20240127,974,SURAT,refund,20105.25,0
450,20231225,730,CHENNAI,transfer,373144.2,0
451,20240915,103,JAIPUR,purchase,171020.02,0
452,20240218,798,KOLKATA,refund,16497.53,0
453,20240614,204,DELHI,cash_out,349131.75,1
454,20240207,788,PUNE,purchase,105497.7,0
455,20240218,286,DELHI,purchase,269588.55,0
456,20240306,818,AHMEDABAD,refund,29132.4,0
457,20240116,13,MUMBAI,refund,83235.08,0
458,20231103,198,MUMBAI,refund,67305.15,0
459,20231206,64,BENGALURU,purchase,294913.58,1
460,20240323,884,CHENNAI,purchase,366993.82,0
461,20241016,273,KOLKATA,purchase,280921.58,0
462,20240901,694,HYDERABAD,purchase,169262.78,0
463,20240126,46,KOLKATA,purchase,192553.35,0
464,20240621,82,JAIPUR,cash_out,311586.0,0
465,20240807,269,MUMBAI,purchase,233019.6,0
466,20240527,71,KOLKATA,refund,56926.65,0
467,20240626,431,SURAT,refund,99054.45,0
468,20231023,901,SURAT,transfer,378946.42,0
469,20231102,122,AHMEDABAD,purchase,276331.27,0
470,20240522,102,AHMEDABAD,purchase,281246.62,0
471,20240907,967,CHENNAI,refund,12078.0,0
472,20240921,535,KOLKATA,refund,86386.58,0
473,20240518,558,HYDERABAD,purchase,107394.38,0
474,20240926,712,BENGALURU,refund,30754.35,0
475,20240127,84,DELHI,purchase,239747.48,0
476,20240123,361,HYDERABAD,purchase,221065.35,0
477,20240708,605,HYDERABAD,refund,55414.42,0
478,20240912,327,BENGALURU,refund,92156.62,0
479,20241006,686,AHMEDABAD,purchase,111213.3,0
480,20240524,786,HYDERABAD,purchase,347336.55,1
481,20240930,212,SURAT,transfer,372000.75,0
482,20231226,896,AHMEDABAD,purchase,147543.83,0
483,20240106,195,SURAT,purchase,249261.38,0
484,20240321,303,PUNE,transfer,402134.7,0
485,20240121,489,CHENNAI,refund,87660.38,0
486,20240116,368,KOLKATA,purchase,183899.92,0
487,20240307,941,AHMEDABAD,transfer,390694.42,0
488,20240920,912,HYDERABAD,purchase,299961.75,0
489,20240701,154,BENGALURU,purchase,326480.55,0
490,20240612,544,AHMEDABAD,purchase,103319.7,0
491,20241020,539,PUNE,purchase,230426.63,0
492,20231204,504,JAIPUR,refund,46731.3,0
493,20231115,395,DELHI,purchase,143726.55,0
494,20240718,693,MUMBAI,purchase,157146.82,0
495,20240915,511,BENGALURU,purchase,276963.23,0
496,20240102,602,CHENNAI,purchase,180939.0,0
497,20240210,229,HYDERABAD,refund,17692.95,0
498,20241009,22,PUNE,purchase,202471.5,0
499,20240227,713,KOLKATA,purchase,241402.42,0
500,20240512,522,KOLKATA,purchase,364111.28,0
501,20231204,703,HYDERABAD,purchase,199817.48,0
502,20240519,829,SURAT,purchase,204241.95,0
503,20240305,245,SURAT,purchase,359883.15,0
504,20231207,926,DELHI,purchase,221075.25,0
505,20240724,568,HYDERABAD,refund,19638.3,0
506,20240401,201,CHENNAI,transfer,373399.95,0
507,20240605,358,HYDERABAD,purchase,116131.13,1
508,20231225,935,BENGALURU,purchase,114448.12,0
509,20231227,654,DELHI,purchase,350987.18,1
510,20240224,848,JAIPUR,refund,27031.12,0
511,20240418,532,BENGALURU,cash_out,309844.42,0
512,20231111,805,HYDERABAD,purchase,208045.2,0
513,20240206,947,DELHI,purchase,108629.4,0
514,20240115,613,BENGALURU,purchase,189472.8,0
515,20240327,894,DELHI,purchase,124174.88,0
516,20240614,273,PUNE,purchase,107004.98,0
517,20241013,161,SURAT,purchase,131070.22,0
518,20240113,888,MUMBAI,purchase,105593.4,0
519,20240226,361,KOLKATA,transfer,373494.0,0
520,20241016,13,MUMBAI,transfer,376573.72,1
521,20240918,178,BENGALURU,purchase,360217.28,1
522,20240410,914,SURAT,purchase,187652.85,0
523,20241008,522,DELHI,purchase,246010.87,0
524,20240212,58,DELHI,purchase,275667.15,0
525,20241014,585,HYDERABAD,refund,75183.08,0
526,20240602,213,BENGALURU,transfer,378761.62,1
527,20231102,554,PUNE,refund,81910.12,0
528,20240216,802,PUNE,purchase,241666.42,0
529,20240201,284,SURAT,purchase,185965.72,0
530,20240304,100,CHENNAI,refund,61924.5,0
531,20240417,1000,CHENNAI,purchase,274226.7,0
532,20240901,668,HYDERABAD,purchase,278395.42,0
533,20240916,359,BENGALURU,purchase,329373.0,1
534,20240308,705,BENGALURU,refund,15142.05,0
535,20240516,694,MUMBAI,refund,70333.72,0
536,20240626,101,AHMEDABAD,purchase,242125.95,0
537,20240117,183,BENGALURU,purchase,171009.3,0
538,20231130,962,JAIPUR,purchase,241168.12,0
539,20240312,282,JAIPUR,purchase,351343.58,0
540,20240710,65,MUMBAI,purchase,341224.95,1
541,20240801,220,AHMEDABAD,purchase,152620.05,0
542,20240306,926,CHENNAI,purchase,350398.12,0
543,20240429,18,JAIPUR,purchase,203226.38,0
544,20231115,592,BENGALURU,cash_out,365423.85,1
545,20240331,843,MUMBAI,purchase,215897.55,0
546,20240815,92,BENGALURU,refund,43125.22,0
