TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
7399,2023-11-04 12:56:35.504679,2651.55,5,refund,AHMEDABAD,0
71086,2024-03-31 05:29:35.893662,253870.65,154,purchase,CHENNAI,0
19773,2024-04-22 05:30:35.558035,43132.65,745,refund,HYDERABAD,0
3104,2024-01-29 18:03:35.485654,288787.12,707,purchase,DELHI,0
43873,2023-12-11 22:32:35.711182,277313.85,939,purchase,PUNE,0
2709,2024-02-25 10:27:35.483861,241319.1,183,purchase,SURAT,0
64507,2024-07-07 04:57:35.848398,223032.15,655,purchase,CHENNAI,0
96440,2023-11-06 23:52:36.012297,40781.4,825,refund,MUMBAI,0
13632,2024-07-18 02:09:35.530727,235378.28,14,purchase,JAIPUR,0
42756,2024-03-02 07:57:35.703983,251412.97,807,purchase,JAIPUR,0
64314,2024-04-29 14:57:35.847629,411934.87,298,transfer,CHENNAI,0
13684,2024-09-29 18:06:35.530928,160725.68,698,purchase,DELHI,0
96781,2023-12-30 02:10:36.013811,280809.38,385,purchase,SURAT,0
90639,2024-01-13 12:16:35.987849,208958.48,176,purchase,PUNE,0
98907,2024-01-17 05:00:36.022937,349862.7,783,cash_out,AHMEDABAD,0
87468,2024-08-11 00:25:35.966660,256462.8,7,purchase,CHENNAI,0
537,2024-01-17 22:05:35.465380,171009.3,183,purchase,BENGALURU,0
48468,2023-12-16 07:49:35.739956,398443.65,869,transfer,BENGALURU,1
81303,2024-08-22 00:23:35.943880,399240.6,821,transfer,CHENNAI,0
31048,2023-11-11 16:29:35.614524,253308.0,654,purchase,BENGALURU,0
43050,2024-03-15 19:13:35.705899,240985.8,434,purchase,HYDERABAD,0
61270,2024-02-22 23:23:35.835003,400383.22,130,transfer,JAIPUR,0
11095,2023-12-14 12:45:35.520288,44502.98,193,refund,HYDERABAD,0
82078,2024-02-25 13:25:35.946548,298626.9,476,purchase,PUNE,0
36234,2024-01-12 16:43:35.656599,156376.28,573,purchase,SURAT,0
92274,2024-04-18 01:00:35.994476,150518.78,122,purchase,HYDERABAD,0
87695,2024-09-02 00:45:35.967655,137346.82,433,purchase,MUMBAI,0
494,2024-07-18 01:10:35.465116,157146.82,693,purchase,MUMBAI,0
20923,2023-10-29 09:31:35.562216,168290.92,658,purchase,CHENNAI,0
17795,2024-06-29 09:55:35.548933,160616.78,920,purchase,HYDERABAD,0
95052,2024-10-01 23:09:36.006477,109993.12,28,purchase,PUNE,0
2107,2024-02-10 23:26:35.472814,15777.3,447,refund,BENGALURU,0
45793,2023-11-13 08:24:35.722872,289923.15,767,purchase,JAIPUR,0
94021,2023-11-19 12:05:36.001935,279393.68,972,purchase,MUMBAI,0
57030,2023-11-27 12:33:35.812347,307242.38,184,purchase,AHMEDABAD,0
55477,2024-09-19 10:09:35.801788,128557.28,755,purchase,KOLKATA,0
43164,2024-08-06 04:25:35.706633,168196.88,765,purchase,PUNE,0
27078,2024-06-22 14:44:35.597840,37560.6,138,refund,BENGALURU,0
37255,2023-11-06 08:41:35.662899,81643.65,64,refund,CHENNAI,0
73472,2023-11-26 12:22:35.906650,149243.33,430,purchase,BENGALURU,0
30731,2024-03-10 21:28:35.612125,271757.48,115,purchase,PUNE,0
77915,2023-11-10 10:15:35.928371,339710.25,637,purchase,JAIPUR,0
83083,2024-05-21 08:26:35.950338,264278.85,598,purchase,HYDERABAD,0
48157,2024-08-09 12:46:35.738144,404762.32,497,transfer,MUMBAI,1
55157,2024-01-01 00:33:35.799711,287147.85,513,purchase,HYDERABAD,0
8183,2023-12-29 23:57:35.508039,406122.75,856,transfer,DELHI,1
30318,2024-03-18 08:43:35.610593,202755.3,571,purchase,DELHI,0
43109,2024-05-03 08:56:35.706274,89448.98,586,refund,AHMEDABAD,0
1896,2024-02-17 04:01:35.472046,90594.9,982,refund,MUMBAI,0
42266,2024-04-11 10:31:35.700971,287684.92,192,purchase,MUMBAI,0
1169,2024-02-08 19:35:35.468360,31901.1,701,refund,AHMEDABAD,0
82013,2024-06-29 03:34:35.946330,55709.78,594,refund,AHMEDABAD,0
94865,2024-02-07 13:13:36.005695,324433.73,402,purchase,HYDERABAD,0
64745,2023-12-14 17:02:35.849262,270270.82,84,purchase,JAIPUR,0
71377,2023-11-22 00:51:35.895273,347232.6,434,cash_out,MUMBAI,1
11814,2024-09-12 20:55:35.523222,109005.6,652,purchase,CHENNAI,0
50174,2024-05-21 22:27:35.751024,317843.62,309,cash_out,KOLKATA,0
2695,2024-06-06 14:42:35.483807,372472.65,573,transfer,CHENNAI,0
67782,2024-07-13 20:10:35.864524,351846.82,179,purchase,DELHI,1
49308,2024-08-17 22:20:35.745591,232711.88,129,purchase,CHENNAI,0
47875,2024-01-30 13:38:35.736523,167569.88,930,purchase,MUMBAI,0
13700,2023-12-05 17:22:35.530985,259884.08,793,purchase,SURAT,0
16122,2024-05-08 12:02:35.541433,40777.28,709,refund,MUMBAI,0
18756,2024-04-09 02:07:35.552833,247816.8,519,purchase,CHENNAI,0
94794,2024-01-09 17:50:36.005329,385258.5,366,transfer,CHENNAI,0
81972,2024-10-09 22:49:35.946195,277527.52,575,purchase,SURAT,0
47231,2024-04-20 17:16:35.732240,235823.78,395,purchase,PUNE,0
34022,2023-12-14 16:25:35.633977,227264.4,665,purchase,DELHI,0
81169,2024-03-07 20:49:35.943263,278216.4,623,purchase,SURAT,0
48066,2023-10-22 23:52:35.737619,313278.9,790,cash_out,PUNE,0
78435,2024-01-20 13:51:35.931183,185982.22,786,purchase,JAIPUR,0
82119,2024-03-01 23:03:35.946710,286957.28,361,purchase,JAIPUR,0
81687,2024-09-27 18:45:35.945192,395211.3,900,transfer,SURAT,0
40242,2024-06-20 23:21:35.689469,168419.62,957,purchase,BENGALURU,0
17551,2024-05-26 01:38:35.547991,267522.75,577,purchase,HYDERABAD,0
50715,2023-12-01 15:20:35.754311,73321.88,65,refund,PUNE,0
89895,2024-03-07 04:19:35.985162,265519.65,501,purchase,SURAT,0
60094,2024-01-23 09:42:35.828591,362894.4,679,purchase,BENGALURU,1
76414,2024-03-22 21:03:35.920900,194974.72,314,purchase,MUMBAI,0
3899,2024-05-03 07:52:35.489220,294082.8,672,purchase,CHENNAI,0
91865,2024-09-23 13:43:35.992405,96441.68,413,refund,MUMBAI,0
90757,2024-07-10 17:04:35.988241,122449.8,169,purchase,AHMEDABAD,0
97736,2024-07-29 11:32:36.017943,101687.02,889,refund,PUNE,0
1376,2024-05-01 22:34:35.469813,401215.65,178,transfer,SURAT,0
26752,2024-01-09 02:05:35.596587,331351.35,448,cash_out,JAIPUR,0
91968,2024-03-09 16:50:35.992959,133332.38,248,purchase,DELHI,0
9520,2024-03-11 02:20:35.513640,91339.05,549,refund,AHMEDABAD,0
89700,2024-02-23 16:57:35.984442,338985.08,567,purchase,KOLKATA,0
17176,2024-06-17 02:34:35.546448,343845.15,986,cash_out,KOLKATA,0
41921,2024-01-18 05:46:35.698887,25318.42,603,refund,PUNE,0
57782,2024-03-05 06:11:35.817256,209481.52,562,purchase,AHMEDABAD,0
7607,2024-04-26 00:46:35.505668,307173.08,631,purchase,KOLKATA,0
88882,2024-10-06 21:31:35.972609,116451.22,84,purchase,CHENNAI,0
3123,2024-04-28 23:24:35.485750,61947.6,542,refund,SURAT,0
21285,2024-10-17 06:19:35.563616,321416.7,413,purchase,KOLKATA,0
89515,2024-05-01 06:05:35.983776,100701.15,476,refund,MUMBAI,0
49006,2024-06-23 02:35:35.743594,257002.35,510,purchase,BENGALURU,0
70457,2023-12-09 23:31:35.890212,268051.58,537,purchase,CHENNAI,0
11842,2023-10-23 17:40:35.523342,31881.3,191,refund,CHENNAI,0
9801,2024-02-23 18:14:35.514809,166289.48,113,purchase,CHENNAI,0
2051,2023-11-08 17:24:35.472627,306725.1,42,purchase,PUNE,0
35846,2024-05-16 02:29:35.654033,161749.5,628,purchase,PUNE,0
65956,2024-09-11 09:15:35.855031,356475.9,268,purchase,CHENNAI,0
86141,2024-09-14 06:22:35.961897,378438.22,548,transfer,CHENNAI,0
94234,2024-03-05 23:37:36.002927,8704.58,806,refund,CHENNAI,0
67768,2024-01-23 09:34:35.864432,319151.25,75,purchase,HYDERABAD,1
76484,2023-12-20 22:37:35.921205,205423.35,913,purchase,HYDERABAD,1
57252,2024-04-06 18:03:35.813866,16915.8,416,refund,KOLKATA,0
32413,2023-10-28 12:48:35.623611,174915.68,336,purchase,PUNE,0
34276,2024-02-24 14:43:35.635648,372881.85,738,transfer,SURAT,0
96818,2024-04-24 08:46:36.013979,110870.1,101,purchase,BENGALURU,0
69033,2024-03-28 20:59:35.882257,15363.15,141,refund,SURAT,0
96979,2023-10-22 23:06:36.014643,293711.55,668,purchase,KOLKATA,0
91551,2024-01-01 19:53:35.991194,99461.17,293,refund,HYDERABAD,0
62961,2024-07-22 03:31:35.842202,36231.52,171,refund,BENGALURU,0
50442,2024-06-21 02:05:35.752577,107547.82,974,purchase,KOLKATA,0
20483,2024-08-23 00:14:35.560646,59697.0,414,refund,SURAT,0
66483,2023-11-12 11:51:35.857637,320669.25,250,purchase,BENGALURU,1
8629,2024-05-10 09:52:35.509851,170560.5,473,purchase,JAIPUR,0
52568,2024-04-29 07:31:35.766621,276092.85,652,purchase,PUNE,0
74846,2024-03-14 17:28:35.913610,303274.12,325,purchase,JAIPUR,0
38884,2024-07-13 07:10:35.681959,270783.15,131,purchase,SURAT,0
79576,2023-11-17 08:16:35.936605,302883.9,488,purchase,HYDERABAD,0
67309,2024-04-15 15:56:35.861074,366023.62,180,purchase,DELHI,1
3459,2024-09-28 14:01:35.487255,321909.22,669,purchase,DELHI,1
83535,2024-03-13 08:50:35.952187,19656.45,325,refund,JAIPUR,0
74124,2024-04-21 02:24:35.910101,401914.42,512,transfer,AHMEDABAD,0
44972,2023-11-09 22:43:35.718019,116391.82,26,purchase,DELHI,0
99802,2024-01-04 01:21:36.026799,33553.57,379,refund,JAIPUR,0
55160,2024-03-29 12:52:35.799730,36087.15,26,refund,BENGALURU,0
77887,2023-12-15 18:49:35.928248,212408.62,613,purchase,AHMEDABAD,0
82264,2024-07-19 15:10:35.947211,18725.85,489,refund,AHMEDABAD,0
77720,2024-08-29 06:51:35.927377,329435.7,599,purchase,JAIPUR,0
37813,2024-06-23 04:43:35.666703,322182.3,477,cash_out,PUNE,0
4984,2024-09-07 07:58:35.494112,104333.63,878,purchase,JAIPUR,0
96429,2024-04-06 16:48:36.012261,172734.38,289,purchase,AHMEDABAD,0
65645,2023-11-11 02:02:35.853422,143147.4,272,purchase,JAIPUR,0
71581,2023-11-27 16:48:35.896347,48324.38,539,refund,DELHI,0
70571,2024-01-13 06:51:35.890793,228330.3,544,purchase,DELHI,0
91837,2024-03-08 17:00:35.992244,256448.78,877,purchase,BENGALURU,0
20517,2024-03-01 11:46:35.560760,257173.12,871,purchase,CHENNAI,0
9906,2024-09-02 14:16:35.515320,316906.42,833,purchase,CHENNAI,0
84113,2024-03-27 02:59:35.954311,362807.78,363,cash_out,PUNE,0
96757,2024-10-17 00:19:36.013700,49930.65,980,refund,CHENNAI,0
46325,2024-09-28 13:13:35.726433,211487.92,155,purchase,PUNE,0
78555,2023-12-23 04:14:35.931686,218445.98,152,purchase,CHENNAI,0
66661,2023-12-17 10:37:35.858566,337895.25,109,purchase,KOLKATA,0
49473,2024-03-30 11:57:35.746704,343215.68,476,purchase,DELHI,1
71460,2024-03-19 14:28:35.895717,128003.7,352,purchase,MUMBAI,0
62378,2024-01-18 07:48:35.839792,278006.03,684,purchase,PUNE,0
74483,2024-06-28 04:28:35.912045,9011.48,722,refund,PUNE,0
84777,2024-08-19 05:31:35.956718,383266.95,251,transfer,HYDERABAD,1
68448,2024-06-16 21:08:35.868890,309987.97,161,purchase,KOLKATA,0
7897,2024-01-12 04:14:35.506816,131616.38,25,purchase,HYDERABAD,0
87812,2024-10-19 17:13:35.968187,105570.3,782,purchase,PUNE,0
8947,2024-08-06 23:27:35.511168,14998.5,340,refund,KOLKATA,0
44405,2024-09-15 13:04:35.714325,368789.02,396,purchase,AHMEDABAD,0
52718,2024-09-05 06:13:35.767606,394725.38,904,transfer,MUMBAI,1
60402,2024-08-08 07:37:35.829690,135846.15,644,purchase,JAIPUR,0
16394,2024-09-27 01:02:35.542550,93743.92,245,refund,KOLKATA,0
5110,2023-10-31 03:43:35.494651,289378.65,197,purchase,PUNE,0
2023,2024-06-19 22:34:35.472533,63178.5,887,refund,MUMBAI,0
91405,2024-01-13 09:30:35.990664,214799.48,630,purchase,PUNE,0
3840,2024-03-15 04:44:35.488977,365336.4,771,cash_out,HYDERABAD,1
54122,2024-01-03 19:34:35.792900,245874.75,391,purchase,AHMEDABAD,0
13976,2024-03-25 21:20:35.532110,333161.4,93,purchase,MUMBAI,1
24106,2024-10-03 16:21:35.584474,176422.12,986,purchase,MUMBAI,0
70155,2023-10-26 22:44:35.888615,147492.67,916,purchase,MUMBAI,0
91971,2024-10-14 22:08:35.992969,181179.08,268,purchase,SURAT,0
6735,2024-08-29 07:28:35.501893,266010.52,113,purchase,AHMEDABAD,0
38243,2024-01-13 06:27:35.669584,334774.27,761,purchase,AHMEDABAD,0
22848,2023-12-05 18:56:35.571580,271445.62,412,purchase,BENGALURU,0
99788,2024-06-07 10:46:36.026752,9918.15,841,refund,BENGALURU,0
80725,2024-10-19 14:51:35.941681,248680.58,992,purchase,HYDERABAD,0
27122,2024-04-09 05:11:35.598021,405030.45,121,transfer,JAIPUR,0
84380,2024-07-01 14:41:35.955287,93751.35,503,refund,JAIPUR,0
5506,2024-10-03 19:18:35.496259,335064.68,131,purchase,AHMEDABAD,0
58382,2024-01-22 19:36:35.822110,146034.9,62,purchase,SURAT,0
94712,2024-10-02 19:55:36.004962,67313.4,668,refund,CHENNAI,0
85383,2024-04-29 17:49:35.959053,322885.2,324,purchase,AHMEDABAD,0
69805,2024-02-16 19:52:35.886772,248659.13,478,purchase,AHMEDABAD,0
17025,2024-09-30 05:55:35.545698,372450.38,822,transfer,JAIPUR,0
71131,2024-02-01 01:18:35.893922,198509.02,734,purchase,DELHI,0
2976,2024-04-04 22:49:35.485061,82076.77,827,refund,AHMEDABAD,0
67276,2024-08-30 13:21:35.860964,211761.0,328,purchase,AHMEDABAD,0
77033,2024-02-18 09:44:35.923715,56572.72,545,refund,AHMEDABAD,0
37700,2023-12-25 18:46:35.665950,86493.0,710,refund,BENGALURU,0
63343,2023-11-12 07:19:35.843777,105475.42,647,purchase,CHENNAI,0
52852,2024-04-17 13:02:35.770130,91831.58,254,refund,CHENNAI,0
84549,2024-05-02 20:18:35.955916,119499.6,986,purchase,CHENNAI,0
35595,2024-08-02 00:15:35.651179,191227.58,804,purchase,PUNE,0
17645,2024-05-05 15:48:35.548332,7935.68,522,refund,SURAT,0
40451,2024-05-09 08:46:35.690740,345198.98,596,purchase,PUNE,0
1625,2024-10-12 07:33:35.470859,392816.32,561,transfer,AHMEDABAD,0
53298,2024-02-17 20:50:35.787503,222166.72,520,purchase,KOLKATA,0
53962,2024-05-24 08:10:35.791875,20953.35,701,refund,KOLKATA,0
79032,2024-05-07 13:46:35.933798,375655.5,101,transfer,AHMEDABAD,0
10141,2024-02-20 04:43:35.516332,173516.48,844,purchase,KOLKATA,0
33134,2023-11-01 16:21:35.628024,403579.28,914,transfer,MUMBAI,1
46172,2024-02-24 02:17:35.725401,34520.48,332,refund,JAIPUR,0
66059,2024-05-11 09:40:35.855583,195610.8,560,purchase,JAIPUR,0
50906,2024-01-24 00:12:35.755477,98291.33,960,refund,AHMEDABAD,0
75705,2024-07-20 14:34:35.917971,250437.0,180,purchase,BENGALURU,0
24926,2024-02-13 17:21:35.587984,33079.2,271,refund,HYDERABAD,0
22282,2024-09-18 20:08:35.568101,192807.45,291,purchase,BENGALURU,0
82175,2024-10-02 03:59:35.946898,48515.78,687,refund,KOLKATA,0
43463,2024-01-06 00:52:35.708513,89061.22,814,refund,CHENNAI,0
23996,2024-02-04 17:32:35.584091,236929.28,208,purchase,SURAT,0
65473,2024-06-30 07:09:35.852591,94787.55,873,refund,PUNE,0
35094,2024-01-19 11:21:35.647680,213684.08,52,purchase,KOLKATA,0
30554,2024-02-11 23:01:35.611433,75201.22,304,refund,JAIPUR,0
76744,2024-02-12 15:47:35.922376,299834.7,820,purchase,BENGALURU,0
42293,2023-12-27 20:35:35.701145,199141.8,473,purchase,MUMBAI,0
6292,2024-05-03 23:00:35.499893,122021.62,852,purchase,PUNE,0
93912,2024-07-15 18:22:36.001484,109021.28,473,purchase,HYDERABAD,0
32642,2024-09-18 07:52:35.624921,181376.25,595,purchase,SURAT,0
18899,2024-05-04 19:30:35.553535,242399.85,361,purchase,AHMEDABAD,0
10207,2024-02-06 13:56:35.516588,110085.52,505,purchase,CHENNAI,0
18327,2024-09-21 11:59:35.551074,232611.22,390,purchase,CHENNAI,0
56415,2024-09-05 15:19:35.808314,292901.4,721,purchase,CHENNAI,0
89443,2023-10-28 01:55:35.983489,220611.6,850,purchase,MUMBAI,0
89115,2024-09-22 23:38:35.973399,20217.45,655,refund,HYDERABAD,0
58006,2023-12-30 15:15:35.820080,317827.12,374,purchase,PUNE,0
51335,2024-07-16 01:53:35.758466,302616.6,16,purchase,MUMBAI,1
6514,2024-02-24 07:38:35.500855,149312.62,578,purchase,MUMBAI,0
81448,2024-09-06 11:06:35.944363,179468.02,342,purchase,SURAT,0
41326,2023-12-14 21:58:35.695517,305972.7,375,purchase,DELHI,0
35614,2024-06-20 05:06:35.651304,73448.1,545,refund,AHMEDABAD,0
45654,2024-06-29 17:30:35.721983,297438.9,284,purchase,PUNE,0
72215,2024-01-01 06:25:35.899855,243577.95,418,purchase,JAIPUR,0
34942,2024-08-11 23:41:35.646680,303555.45,971,purchase,SURAT,0
53650,2024-03-08 15:56:35.789866,106934.85,950,purchase,AHMEDABAD,0
22467,2023-12-26 15:29:35.569328,136604.32,742,purchase,KOLKATA,0
69009,2024-08-01 01:44:35.882097,17721.82,853,refund,CHENNAI,0
87012,2024-02-20 16:40:35.965004,69421.28,930,refund,AHMEDABAD,0
22739,2024-04-04 00:14:35.571114,317143.2,474,cash_out,PUNE,0
82812,2023-11-15 03:38:35.949260,40405.2,267,refund,HYDERABAD,0
39131,2024-07-27 19:09:35.683621,407245.58,357,transfer,MUMBAI,1
83744,2024-03-26 00:04:35.952942,86601.08,100,refund,JAIPUR,0
79047,2024-04-28 21:58:35.933851,312633.75,527,purchase,AHMEDABAD,0
20756,2023-12-31 08:12:35.561627,99405.9,779,refund,SURAT,0
85236,2024-09-11 16:59:35.958551,271382.1,884,purchase,KOLKATA,0
61403,2023-10-24 05:23:35.835882,70248.75,991,refund,AHMEDABAD,0
26650,2024-08-22 12:12:35.596066,358210.05,885,purchase,PUNE,0
12143,2024-06-26 08:13:35.524697,314701.2,695,purchase,DELHI,1
89537,2024-01-05 09:40:35.983849,241397.48,791,purchase,JAIPUR,0
2494,2023-10-30 10:41:35.482755,108150.08,772,purchase,HYDERABAD,0
37517,2024-07-21 17:39:35.664651,6448.2,715,refund,SURAT,0
96782,2024-02-23 13:22:36.013814,365687.02,511,purchase,AHMEDABAD,0
7394,2024-10-11 03:18:35.504663,235876.58,335,purchase,BENGALURU,0
68628,2024-02-08 09:10:35.870001,205821.0,102,purchase,BENGALURU,0
38674,2024-04-10 00:37:35.672472,161927.7,95,purchase,AHMEDABAD,0
35315,2024-01-31 07:55:35.649149,121307.18,812,purchase,KOLKATA,0
49887,2023-12-12 20:07:35.749436,198207.9,673,purchase,BENGALURU,0
85031,2023-12-30 08:14:35.957700,317992.12,547,purchase,JAIPUR,0
37919,2024-09-22 10:47:35.667417,203968.05,658,purchase,HYDERABAD,0
64847,2024-09-20 04:14:35.849769,258583.88,887,purchase,SURAT,0
28508,2023-11-21 21:01:35.603563,45260.32,194,refund,HYDERABAD,0
6840,2023-12-05 07:29:35.502396,66707.85,913,refund,KOLKATA,0
44487,2024-03-30 17:16:35.714860,90410.92,672,refund,HYDERABAD,0
40237,2024-07-25 04:41:35.689441,146383.05,488,purchase,AHMEDABAD,0
38944,2024-06-22 22:10:35.682282,257503.95,520,purchase,KOLKATA,0
48941,2023-12-11 03:30:35.743156,353547.98,1000,cash_out,BENGALURU,1
18661,2024-10-09 05:57:35.552492,76286.92,935,refund,SURAT,0
58428,2024-09-25 21:14:35.822263,300404.78,342,purchase,KOLKATA,0
93568,2024-10-11 09:18:36.000023,356345.55,248,purchase,SURAT,1
67302,2024-04-16 09:00:35.861051,91067.62,210,refund,KOLKATA,0
24371,2024-08-14 11:04:35.585665,12736.35,597,refund,CHENNAI,0
46812,2024-02-24 14:51:35.729447,352784.85,205,purchase,JAIPUR,0
56625,2023-12-20 04:18:35.809749,282072.45,554,purchase,HYDERABAD,0
61734,2024-10-11 01:48:35.837575,189809.4,705,purchase,CHENNAI,0
32293,2024-02-03 21:35:35.622934,401408.7,428,transfer,HYDERABAD,1
43018,2024-02-20 21:23:35.705698,98180.78,466,refund,HYDERABAD,0
87583,2024-06-12 02:12:35.967120,357267.08,495,cash_out,AHMEDABAD,0
30721,2024-05-11 12:04:35.612092,247029.75,930,purchase,AHMEDABAD,0
20513,2024-10-02 03:29:35.560746,204477.9,135,purchase,AHMEDABAD,0
8582,2023-10-22 01:28:35.509644,185876.63,471,purchase,AHMEDABAD,0
20082,2023-12-04 04:03:35.559250,300892.35,404,purchase,PUNE,0
90805,2024-07-31 09:18:35.988406,313174.95,138,purchase,CHENNAI,0
77642,2024-04-28 19:25:35.926878,347316.75,851,purchase,JAIPUR,0
48292,2024-08-14 15:19:35.738908,216681.3,452,purchase,CHENNAI,0
80215,2024-04-09 01:11:35.939641,46482.15,791,refund,HYDERABAD,0
51901,2024-02-11 13:53:35.762236,277243.73,213,purchase,CHENNAI,0
23442,2023-11-22 03:58:35.581730,261762.6,826,purchase,MUMBAI,0
75049,2024-05-21 18:37:35.914716,195791.48,966,purchase,BENGALURU,0
92014,2024-05-11 14:56:35.993142,320324.4,750,purchase,PUNE,0
60100,2024-06-30 04:26:35.828612,400113.45,724,transfer,KOLKATA,0
73653,2024-07-17 18:12:35.907592,129924.3,118,purchase,DELHI,0
13876,2024-10-20 09:50:35.531688,34153.35,864,refund,PUNE,0
32994,2024-09-16 20:52:35.627093,364453.65,317,purchase,CHENNAI,0
30628,2024-04-26 14:04:35.611731,44922.9,256,refund,MUMBAI,0
55124,2024-02-05 13:39:35.799488,41426.55,444,refund,CHENNAI,0
11260,2024-10-10 22:37:35.520911,80623.12,434,refund,SURAT,0
26786,2024-03-14 16:52:35.596741,261163.65,780,purchase,AHMEDABAD,0
69571,2024-04-30 10:54:35.885418,261653.7,841,purchase,DELHI,0
67992,2023-12-06 22:12:35.865977,43291.05,641,refund,CHENNAI,0
29385,2024-01-19 08:37:35.607000,193637.4,724,purchase,BENGALURU,0
78076,2024-09-27 14:21:35.929139,280123.8,448,purchase,DELHI,0
44485,2024-07-12 20:58:35.714847,286821.98,62,purchase,HYDERABAD,0
37476,2023-12-22 01:19:35.664376,102028.58,88,refund,CHENNAI,0
71298,2023-11-18 18:08:35.894851,247219.5,223,purchase,BENGALURU,0
87143,2024-02-22 19:18:35.965440,315527.85,350,purchase,JAIPUR,0
6989,2023-11-17 09:39:35.502941,369256.8,492,purchase,DELHI,1
7712,2024-07-28 05:33:35.506063,303241.12,351,purchase,DELHI,0
90603,2024-02-08 00:04:35.987693,395672.48,17,transfer,MUMBAI,1
28666,2024-04-09 02:48:35.604215,229760.85,848,purchase,MUMBAI,0
41108,2023-11-24 19:48:35.694362,205537.2,654,purchase,MUMBAI,0
45088,2024-02-03 10:15:35.718727,95072.18,740,refund,DELHI,0
86755,2024-04-24 02:01:35.964085,220635.52,579,purchase,DELHI,0
28984,2024-08-08 23:32:35.605396,255364.72,285,purchase,AHMEDABAD,0
3649,2024-03-26 02:44:35.488099,49743.38,193,refund,DELHI,0
