TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
58,2024-08-02 04:48:35.463200,293601.0,274,purchase,HYDERABAD,0
59,2023-12-27 13:45:35.463203,36535.12,12,refund,PUNE,0
60,2024-08-13 17:38:35.463206,316519.5,277,purchase,DELHI,1
61,2024-05-14 17:17:35.463210,388400.93,94,transfer,MUMBAI,1
62,2024-06-26 05:38:35.463213,170751.08,400,purchase,BENGALURU,0
63,2024-09-28 15:35:35.463217,84325.72,526,refund,KOLKATA,0
64,2024-04-04 09:58:35.463220,323075.78,576,purchase,JAIPUR,0
65,2024-01-13 13:20:35.463224,163179.22,879,purchase,DELHI,0
66,2024-06-05 01:51:35.463227,59478.38,680,refund,AHMEDABAD,0
67,2023-12-23 18:01:35.463231,147576.0,546,purchase,HYDERABAD,0
68,2024-02-13 02:09:35.463234,284526.82,219,purchase,SURAT,0
69,2024-05-13 18:40:35.463237,284116.8,555,purchase,DELHI,0
70,2024-01-02 23:54:35.463241,40679.1,412,refund,CHENNAI,0
71,2024-03-09 14:03:35.463244,360737.85,210,purchase,BENGALURU,1
72,2024-03-23 10:26:35.463247,19392.45,363,refund,BENGALURU,0
73,2024-04-30 20:43:35.463251,140968.58,112,purchase,SURAT,0
74,2024-08-29 16:54:35.463254,278405.32,109,purchase,BENGALURU,0
75,2024-10-12 14:17:35.463257,189631.2,469,purchase,HYDERABAD,0
76,2024-08-24 01:23:35.463260,246531.45,823,purchase,JAIPUR,0
77,2024-04-13 01:42:35.463264,166282.88,447,purchase,SURAT,0
78,2024-01-15 05:40:35.463268,124529.62,619,purchase,HYDERABAD,0
79,2024-02-13 19:04:35.463274,380437.2,94,transfer,CHENNAI,0
80,2024-01-10 23:52:35.463279,18376.05,620,refund,CHENNAI,0
81,2024-09-20 09:25:35.463285,354605.62,979,purchase,HYDERABAD,1
82,2024-09-15 14:23:35.463291,83103.9,770,refund,KOLKATA,0
83,2024-09-09 14:50:35.463297,178712.32,807,purchase,BENGALURU,0
84,2024-10-19 22:34:35.463302,208093.05,52,purchase,HYDERABAD,0
85,2023-11-05 09:17:35.463308,188323.58,196,purchase,DELHI,0
86,2024-05-09 07:11:35.463314,196180.05,282,purchase,AHMEDABAD,0
87,2024-01-25 11:48:35.463320,89199.82,926,refund,PUNE,0
88,2024-06-08 00:57:35.463327,342558.15,397,cash_out,MUMBAI,1
89,2023-11-16 17:48:35.463332,325648.95,431,purchase,AHMEDABAD,0
90,2024-03-29 00:43:35.463338,113033.25,701,purchase,HYDERABAD,0
91,2023-12-27 19:22:35.463344,406121.92,846,transfer,BENGALURU,1
92,2024-01-07 10:11:35.463350,194404.65,941,purchase,BENGALURU,0
93,2024-08-05 03:56:35.463356,373479.98,817,transfer,DELHI,1
94,2024-09-16 05:06:35.463363,165495.0,87,purchase,MUMBAI,0
95,2024-05-05 02:56:35.463368,158711.85,708,purchase,BENGALURU,0
96,2024-09-05 21:48:35.463374,99815.1,336,refund,HYDERABAD,0
97,2024-07-31 06:21:35.463381,293554.8,188,purchase,JAIPUR,0
98,2024-10-18 14:51:35.463387,76220.1,407,refund,JAIPUR,0
99,2024-09-27 04:02:35.463392,398999.7,656,transfer,PUNE,0
100,2024-07-20 10:12:35.463397,280178.25,818,purchase,HYDERABAD,0
101,2024-07-15 12:29:35.463402,208096.35,68,purchase,PUNE,0
102,2024-08-24 02:05:35.463408,35800.05,837,refund,PUNE,0
103,2024-10-16 00:00:35.463414,410490.3,37,transfer,AHMEDABAD,0
104,2024-06-02 11:12:35.463419,63725.48,78,refund,DELHI,0
105,2024-06-25 23:59:35.463422,67177.27,348,refund,BENGALURU,0
106,2024-04-30 01:11:35.463425,248835.68,574,purchase,CHENNAI,0
107,2023-11-15 13:50:35.463429,52773.6,725,refund,BENGALURU,0
108,2024-09-27 14:43:35.463432,296462.1,376,purchase,SURAT,0
109,2024-03-06 20:36:35.463436,296439.0,934,purchase,CHENNAI,0
110,2024-07-22 23:48:35.463440,64827.68,78,refund,KOLKATA,0
111,2024-10-01 16:07:35.463443,115893.52,727,purchase,JAIPUR,0
112,2023-11-02 02:28:35.463447,32017.42,258,refund,SURAT,0
113,2023-12-28 13:56:35.463451,368696.62,441,purchase,PUNE,0
114,2024-08-10 14:35:35.463460,254448.98,305,purchase,KOLKATA,0
115,2023-11-22 06:40:35.463463,269673.53,364,purchase,SURAT,0
116,2024-04-30 04:15:35.463467,366605.25,339,cash_out,BENGALURU,1
117,2024-08-16 14:57:35.463470,311337.68,382,purchase,JAIPUR,0
118,2024-02-01 12:46:35.463473,208381.8,464,purchase,SURAT,0
119,2024-06-13 20:41:35.463477,233272.88,714,purchase,SURAT,0
120,2024-03-05 00:53:35.463480,84105.45,244,refund,SURAT,0
121,2024-03-28 06:56:35.463483,121792.28,231,purchase,CHENNAI,0
122,2024-09-22 19:20:35.463487,154405.35,443,purchase,KOLKATA,0
123,2024-09-05 14:29:35.463490,106485.22,455,purchase,BENGALURU,0
124,2024-06-05 02:51:35.463493,322087.42,608,cash_out,HYDERABAD,0
125,2024-09-30 15:20:35.463496,25006.58,232,refund,PUNE,0
126,2024-01-21 13:36:35.463500,119229.82,955,purchase,JAIPUR,0
127,2023-10-28 18:11:35.463503,230801.18,897,purchase,CHENNAI,0
128,2023-12-15 20:26:35.463507,397711.05,663,transfer,JAIPUR,0
129,2024-05-22 02:20:35.463510,385840.95,983,transfer,PUNE,0
130,2024-04-19 14:46:35.463514,175862.78,349,purchase,DELHI,0
131,2024-08-17 06:02:35.463517,378943.95,366,transfer,JAIPUR,0
132,2024-05-15 13:00:35.463520,244555.58,486,purchase,MUMBAI,0
133,2024-06-25 23:19:35.463524,367336.2,587,cash_out,PUNE,0
134,2024-03-01 22:24:35.463527,87841.88,816,refund,BENGALURU,0
135,2023-11-29 05:34:35.463530,160955.02,648,purchase,MUMBAI,0
136,2024-10-16 13:16:35.463534,250253.85,207,purchase,SURAT,0
137,2024-01-03 07:07:35.463537,377842.58,806,transfer,PUNE,0
138,2024-10-10 04:30:35.463541,368202.45,616,cash_out,BENGALURU,1
139,2024-03-15 12:09:35.463544,397997.32,163,transfer,KOLKATA,0
140,2023-11-12 00:24:35.463547,132540.38,728,purchase,KOLKATA,0
141,2023-10-30 04:47:35.463551,251680.28,814,purchase,HYDERABAD,0
142,2024-01-03 02:46:35.463554,285929.32,688,purchase,DELHI,0
143,2023-11-30 15:45:35.463557,134415.6,621,purchase,AHMEDABAD,0
144,2024-01-24 05:45:35.463561,314011.5,141,cash_out,AHMEDABAD,0
145,2024-03-21 03:03:35.463564,289307.7,282,purchase,KOLKATA,0
146,2024-03-15 03:48:35.463568,156178.28,818,purchase,AHMEDABAD,0
147,2024-01-24 03:05:35.463571,249340.58,294,purchase,MUMBAI,0
148,2024-09-09 12:14:35.463575,136089.52,675,purchase,MUMBAI,0
149,2023-12-07 16:31:35.463578,225703.5,574,purchase,SURAT,0
150,2024-08-16 10:21:35.463582,49693.88,381,refund,MUMBAI,0
151,2024-09-08 05:36:35.463585,265167.38,565,purchase,CHENNAI,0
152,2023-11-14 21:39:35.463588,307902.38,794,purchase,KOLKATA,0
153,2024-02-20 19:41:35.463592,140718.6,174,purchase,PUNE,0
154,2023-12-04 17:22:35.463596,276721.5,207,purchase,KOLKATA,0
155,2024-08-13 02:19:35.463599,95303.18,187,refund,AHMEDABAD,0
156,2024-03-19 14:07:35.463602,1821.6,964,refund,HYDERABAD,0
157,2023-10-23 01:11:35.463606,209997.97,118,purchase,AHMEDABAD,0
158,2024-04-08 02:01:35.463609,261841.8,279,purchase,HYDERABAD,0
159,2024-07-06 15:17:35.463613,202841.1,681,purchase,MUMBAI,0
160,2024-05-23 12:10:35.463616,27324.0,796,refund,JAIPUR,0
161,2024-09-22 01:15:35.463620,325658.85,434,cash_out,JAIPUR,0
162,2024-06-12 09:27:35.463624,63396.3,1,refund,KOLKATA,0
163,2024-02-18 13:54:35.463629,270427.58,824,purchase,HYDERABAD,0
164,2023-11-16 16:05:35.463632,361826.85,560,purchase,JAIPUR,0
165,2023-11-26 07:21:35.463636,346131.22,789,purchase,JAIPUR,0
166,2023-11-30 06:14:35.463639,214247.55,471,purchase,SURAT,0
167,2024-04-01 20:00:35.463643,363966.9,666,purchase,SURAT,0
168,2024-04-19 17:35:35.463646,148202.18,584,purchase,BENGALURU,0
169,2024-06-18 00:14:35.463649,105837.6,255,purchase,SURAT,0
170,2024-07-25 02:21:35.463652,149549.4,28,purchase,MUMBAI,0
171,2024-09-01 16:23:35.463656,173669.92,551,purchase,JAIPUR,0
172,2024-03-15 23:57:35.463659,14913.53,826,refund,KOLKATA,0
173,2023-12-31 10:49:35.463662,5680.12,737,refund,KOLKATA,0
174,2024-05-13 20:59:35.463666,16055.32,303,refund,SURAT,0
175,2024-04-06 18:11:35.463669,338280.52,3,purchase,CHENNAI,0
176,2023-12-30 20:56:35.463673,267870.9,505,purchase,JAIPUR,0
177,2024-08-03 11:45:35.463676,281467.72,502,purchase,AHMEDABAD,0
178,2024-05-05 21:02:35.463679,275770.28,484,purchase,SURAT,0
179,2023-11-15 22:34:35.463696,51193.72,582,refund,KOLKATA,0
180,2024-01-01 08:29:35.463702,163851.6,714,purchase,KOLKATA,0
181,2024-01-04 07:30:35.463711,282785.25,232,purchase,CHENNAI,0
182,2024-05-27 06:22:35.463717,408717.37,210,transfer,AHMEDABAD,0
183,2023-12-01 10:18:35.463721,188276.55,27,purchase,CHENNAI,0
184,2024-07-14 22:02:35.463724,122915.1,706,purchase,SURAT,0
185,2024-02-24 05:51:35.463727,5391.37,429,refund,DELHI,0
186,2024-07-20 08:52:35.463731,158375.25,828,purchase,DELHI,0
187,2024-04-17 20:34:35.463734,180656.85,174,purchase,PUNE,0
188,2023-10-31 07:21:35.463738,302509.35,361,purchase,BENGALURU,0
189,2024-08-01 21:31:35.463741,356022.98,627,purchase,HYDERABAD,1
190,2024-07-21 08:33:35.463744,301256.18,75,purchase,SURAT,0
191,2024-09-07 18:24:35.463748,140563.5,916,purchase,JAIPUR,1
192,2024-04-27 01:48:35.463751,350468.25,862,cash_out,JAIPUR,1
193,2024-09-03 22:21:35.463754,140797.8,417,purchase,MUMBAI,0
194,2024-09-30 05:04:35.463757,201709.2,615,purchase,BENGALURU,0
195,2024-09-30 05:27:35.463761,243025.2,37,purchase,HYDERABAD,0
196,2024-08-12 21:19:35.463764,410133.08,786,transfer,CHENNAI,0
197,2023-11-02 11:45:35.463767,231479.32,345,purchase,KOLKATA,0
198,2024-10-20 20:59:35.463771,352433.4,367,purchase,AHMEDABAD,0
199,2024-05-15 05:18:35.463774,306505.65,722,purchase,BENGALURU,0
200,2024-05-20 16:17:35.463777,349818.15,883,purchase,DELHI,0
201,2024-03-07 02:21:35.463781,48083.48,409,refund,CHENNAI,0
202,2024-06-27 22:53:35.463786,3207.6,109,refund,PUNE,0
203,2023-11-18 08:07:35.463792,404773.88,167,transfer,MUMBAI,1
204,2024-01-02 16:20:35.463798,30735.38,743,refund,BENGALURU,0
205,2024-10-20 16:20:35.463803,136181.1,631,purchase,CHENNAI,0
206,2024-04-02 12:58:35.463809,24770.62,201,refund,DELHI,0
207,2024-04-26 22:17:35.463815,79815.45,240,refund,DELHI,0
208,2024-04-18 20:52:35.463820,169269.38,921,purchase,PUNE,0
209,2023-11-05 01:05:35.463826,135408.9,826,purchase,JAIPUR,1
210,2023-11-07 09:05:35.463833,33619.57,116,refund,PUNE,0
211,2024-03-01 22:27:35.463839,244222.28,965,purchase,JAIPUR,0
212,2023-11-06 08:20:35.463845,258102.08,719,purchase,DELHI,0
213,2024-01-06 10:46:35.463852,120765.98,627,purchase,CHENNAI,0
214,2024-04-24 08:54:35.463858,213451.42,43,purchase,AHMEDABAD,0
215,2024-04-15 19:12:35.463864,13669.42,573,refund,PUNE,0
216,2024-08-26 10:10:35.463871,116208.67,151,purchase,JAIPUR,0
217,2024-02-18 02:37:35.463876,362912.55,919,cash_out,PUNE,0
218,2024-03-20 05:29:35.463882,277680.15,452,purchase,SURAT,0
219,2024-07-03 13:57:35.463887,45186.9,411,refund,HYDERABAD,0
220,2023-11-24 16:25:35.463893,280823.4,205,purchase,SURAT,0
221,2024-01-25 00:58:35.463898,343207.42,990,cash_out,AHMEDABAD,0
222,2024-05-04 01:51:35.463904,259619.25,303,purchase,CHENNAI,0
223,2024-05-25 00:28:35.463910,394210.58,780,transfer,PUNE,0
224,2024-02-18 01:07:35.463916,238448.92,256,purchase,PUNE,0
225,2024-03-15 05:37:35.463923,348989.02,797,cash_out,MUMBAI,1
226,2024-06-18 00:42:35.463928,279491.85,220,purchase,JAIPUR,0
227,2023-12-09 02:26:35.463931,234090.45,289,purchase,MUMBAI,0
228,2024-07-13 21:22:35.463934,161449.2,443,purchase,KOLKATA,0
229,2023-11-15 06:09:35.463937,230838.3,388,purchase,JAIPUR,0
230,2024-03-30 09:12:35.463941,146355.83,576,purchase,KOLKATA,0
231,2024-01-15 21:08:35.463944,101674.65,279,refund,BENGALURU,0
232,2024-05-08 00:34:35.463948,39080.25,445,refund,JAIPUR,0
233,2024-10-17 10:02:35.463951,104368.28,148,purchase,DELHI,0
234,2024-07-31 14:59:35.463955,307463.47,169,purchase,AHMEDABAD,0
235,2024-05-02 18:43:35.463958,136148.92,515,purchase,SURAT,0
236,2024-10-06 08:52:35.463962,340339.72,4,purchase,MUMBAI,1
237,2024-04-04 16:00:35.463965,289285.42,488,purchase,BENGALURU,0
238,2024-07-10 14:26:35.463968,49854.75,233,refund,HYDERABAD,0
239,2023-12-27 07:46:35.463971,81238.58,496,refund,DELHI,0
240,2024-10-15 05:11:35.463975,374662.2,744,transfer,KOLKATA,0
241,2024-09-16 15:16:35.463978,340543.5,298,purchase,JAIPUR,0
242,2024-08-09 22:53:35.463981,88634.7,53,refund,KOLKATA,0
243,2024-08-08 20:58:35.463984,272722.72,59,purchase,HYDERABAD,0
244,2023-11-19 14:56:35.463988,230253.37,193,purchase,SURAT,0
245,2024-07-19 17:36:35.463991,259508.7,947,purchase,BENGALURU,0
246,2023-11-20 20:44:35.463996,339637.65,337,purchase,HYDERABAD,0
247,2024-02-05 00:23:35.464002,55327.8,248,refund,CHENNAI,0
248,2024-01-25 20:28:35.464008,116906.62,966,purchase,AHMEDABAD,0
249,2023-12-22 02:45:35.464014,305249.18,827,purchase,BENGALURU,0
250,2024-10-06 11:08:35.464019,148990.88,980,purchase,CHENNAI,0
251,2024-08-24 12:38:35.464025,165300.3,949,purchase,SURAT,0
252,2024-01-03 19:13:35.464031,27899.85,973,refund,JAIPUR,0
253,2024-10-04 23:36:35.464037,253205.7,919,purchase,BENGALURU,0
254,2024-07-28 00:49:35.464042,149320.05,101,purchase,JAIPUR,0
255,2023-12-19 14:18:35.464048,301973.92,623,purchase,HYDERABAD,0
256,2023-11-10 13:06:35.464054,348828.98,590,purchase,JAIPUR,0
257,2024-05-19 07:54:35.464060,82217.85,113,refund,CHENNAI,0
258,2024-07-28 22:43:35.464065,80800.5,598,refund,PUNE,0
259,2024-06-12 11:38:35.464068,355627.8,106,purchase,PUNE,0
260,2024-06-28 20:22:35.464072,151889.1,933,purchase,AHMEDABAD,0
261,2024-07-18 02:51:35.464075,79636.42,67,refund,JAIPUR,0
262,2024-06-14 13:44:35.464079,193698.45,691,purchase,PUNE,0
263,2023-12-05 08:58:35.464083,106372.2,1,purchase,BENGALURU,0
264,2024-02-20 21:38:35.464086,97080.22,662,refund,PUNE,0
265,2024-04-29 06:58:35.464090,289006.58,855,purchase,PUNE,0
266,2023-11-04 17:30:35.464093,142795.12,750,purchase,JAIPUR,0
267,2024-07-23 19:55:35.464096,365473.35,47,purchase,KOLKATA,0
268,2024-06-26 09:12:35.464100,46646.32,618,refund,DELHI,0
269,2024-09-09 19:01:35.464103,58154.25,371,refund,DELHI,0
270,2023-12-18 07:48:35.464107,127436.1,695,purchase,CHENNAI,0
271,2024-02-04 18:52:35.464110,60403.2,207,refund,SURAT,0
272,2023-12-08 04:59:35.464113,248744.1,280,purchase,PUNE,0
273,2024-09-18 02:44:35.464117,107839.88,136,purchase,MUMBAI,0
274,2024-06-02 21:54:35.464120,151331.4,63,purchase,DELHI,0
275,2024-05-28 02:06:35.464123,202483.05,197,purchase,JAIPUR,0
276,2024-06-15 06:30:35.464126,114847.42,780,purchase,BENGALURU,0
277,2024-08-01 17:20:35.464130,397266.38,848,transfer,AHMEDABAD,0
278,2024-01-08 17:12:35.464133,289859.62,519,purchase,BENGALURU,0
279,2024-06-12 20:04:35.464136,59776.2,736,refund,BENGALURU,0
280,2024-02-05 08:51:35.464140,150178.05,864,purchase,JAIPUR,0
281,2024-09-07 06:24:35.464143,79594.35,76,refund,SURAT,0
282,2024-04-11 04:08:35.464146,345379.65,731,cash_out,BENGALURU,1
283,2024-03-22 13:01:35.464150,355181.48,645,purchase,AHMEDABAD,0
284,2024-08-04 16:07:35.464153,280306.12,972,purchase,JAIPUR,0
285,2023-11-06 06:00:35.464156,379827.52,843,transfer,PUNE,0
286,2024-01-04 14:34:35.464159,175380.98,785,purchase,JAIPUR,0
287,2024-08-19 20:29:35.464163,143635.8,914,purchase,MUMBAI,0
288,2024-03-17 20:01:35.464166,239447.18,870,purchase,DELHI,0
289,2024-09-01 03:12:35.464169,351446.7,874,cash_out,DELHI,1
290,2023-11-27 18:01:35.464172,238231.12,67,purchase,PUNE,0
291,2024-04-14 08:39:35.464176,61097.85,671,refund,CHENNAI,0
292,2024-05-08 17:51:35.464179,175005.6,480,purchase,MUMBAI,0
293,2023-11-24 21:08:35.464182,290757.22,302,purchase,MUMBAI,0
294,2024-06-27 17:27:35.464186,318222.3,529,purchase,CHENNAI,0
295,2024-09-07 13:06:35.464189,59146.72,849,refund,KOLKATA,0
296,2024-08-14 10:56:35.464192,139707.98,804,purchase,JAIPUR,0
297,2024-09-21 15:47:35.464195,401151.3,466,transfer,PUNE,0
298,2024-05-05 07:38:35.464199,229651.12,497,purchase,SURAT,0
299,2024-03-10 16:46:35.464202,229788.9,882,purchase,CHENNAI,0
300,2024-09-06 03:56:35.464205,385966.35,98,transfer,SURAT,0
301,2024-04-10 16:48:35.464209,320075.25,887,purchase,SURAT,0
302,2024-01-04 01:58:35.464212,61603.58,332,refund,PUNE,0
303,2024-09-01 16:27:35.464218,42959.4,156,refund,DELHI,0
304,2024-03-08 01:51:35.464224,289854.68,542,purchase,MUMBAI,0
305,2024-05-11 03:42:35.464230,390564.07,57,transfer,KOLKATA,0
306,2024-02-16 11:38:35.464235,272509.05,925,purchase,CHENNAI,0
307,2023-11-01 22:08:35.464242,410817.0,540,transfer,BENGALURU,1
308,2024-08-11 05:12:35.464248,206737.58,115,purchase,CHENNAI,0
309,2024-08-07 05:54:35.464252,406746.45,8,transfer,MUMBAI,1
310,2024-10-14 18:33:35.464255,230501.7,768,purchase,AHMEDABAD,0
311,2024-07-03 21:47:35.464259,405291.15,886,transfer,JAIPUR,0
312,2023-12-28 19:14:35.464262,60195.3,278,refund,DELHI,0
313,2024-09-02 07:02:35.464266,175760.47,213,purchase,CHENNAI,0
314,2024-07-09 16:13:35.464269,172756.65,704,purchase,SURAT,0
315,2024-04-07 05:32:35.464273,76607.85,338,refund,PUNE,0
316,2024-09-20 23:44:35.464276,131517.38,756,purchase,BENGALURU,0
317,2024-05-03 05:25:35.464279,247706.25,108,purchase,HYDERABAD,0
318,2024-04-07 17:42:35.464282,308924.55,130,purchase,SURAT,0
319,2024-08-10 02:01:35.464286,123034.72,45,purchase,SURAT,0
320,2024-06-16 18:30:35.464289,23197.35,237,refund,HYDERABAD,1
321,2024-05-07 06:47:35.464292,243810.6,340,purchase,DELHI,0
322,2024-05-03 08:25:35.464295,6765.0,527,refund,AHMEDABAD,0
323,2023-10-23 08:16:35.464299,320630.47,870,purchase,PUNE,0
324,2024-06-20 03:17:35.464303,207349.72,693,purchase,AHMEDABAD,0
325,2024-08-04 20:09:35.464306,372716.85,744,transfer,CHENNAI,0
326,2023-11-21 22:42:35.464310,298754.78,449,purchase,SURAT,0
327,2024-06-18 01:19:35.464313,364873.58,574,cash_out,MUMBAI,1
328,2024-05-21 23:47:35.464316,47997.68,985,refund,PUNE,0
329,2024-07-17 08:35:35.464320,74239.27,201,refund,CHENNAI,0
330,2024-10-16 12:22:35.464323,267110.25,277,purchase,AHMEDABAD,0
331,2024-04-12 06:22:35.464326,129463.12,73,purchase,JAIPUR,0
332,2024-08-14 16:25:35.464329,23316.15,850,refund,DELHI,0
333,2024-01-08 15:43:35.464333,122698.95,671,purchase,MUMBAI,0
334,2023-12-28 10:10:35.464336,209357.78,347,purchase,CHENNAI,0
335,2024-09-22 04:16:35.464340,320995.12,799,cash_out,AHMEDABAD,0
336,2023-10-26 14:16:35.464343,241913.1,443,purchase,PUNE,0
337,2024-03-08 07:36:35.464346,102566.48,288,refund,SURAT,0
338,2024-07-08 00:08:35.464350,9660.75,597,refund,BENGALURU,0
339,2024-04-03 15:42:35.464355,326470.65,439,purchase,KOLKATA,0
340,2024-06-21 12:12:35.464360,124709.48,636,purchase,BENGALURU,0
341,2024-02-25 23:04:35.464366,47383.88,75,refund,PUNE,0
342,2024-01-23 08:49:35.464372,187268.4,347,purchase,HYDERABAD,0
343,2024-10-17 07:30:35.464377,144476.48,243,purchase,DELHI,0
344,2024-08-18 20:24:35.464384,63530.78,791,refund,BENGALURU,0
345,2024-05-18 05:10:35.464389,328868.1,64,cash_out,BENGALURU,1
346,2024-07-16 07:27:35.464395,10403.25,487,refund,HYDERABAD,0
347,2024-09-09 06:16:35.464400,139275.68,755,purchase,DELHI,0
348,2024-08-11 14:24:35.464407,228948.22,904,purchase,HYDERABAD,0
349,2024-09-14 03:28:35.464413,380327.48,353,transfer,JAIPUR,0
350,2024-07-30 10:17:35.464420,352865.7,789,purchase,SURAT,0
351,2024-09-18 00:05:35.464426,295732.8,96,purchase,BENGALURU,0
352,2024-10-02 21:29:35.464432,296051.25,282,purchase,JAIPUR,0
353,2023-10-22 00:07:35.464438,195544.8,527,purchase,BENGALURU,0
354,2024-08-13 17:58:35.464445,226083.0,107,purchase,CHENNAI,0
355,2024-04-20 02:00:35.464450,173858.85,398,purchase,JAIPUR,0
356,2024-07-13 11:50:35.464456,384088.65,598,transfer,HYDERABAD,1
357,2023-11-10 23:20:35.464463,116278.8,881,purchase,JAIPUR,0
358,2024-06-23 22:59:35.464468,181136.18,413,purchase,PUNE,0
359,2024-07-30 07:49:35.464474,256043.7,294,purchase,PUNE,0
360,2023-12-24 04:27:35.464480,227323.8,230,purchase,AHMEDABAD,0
361,2024-04-12 14:24:35.464486,98514.9,601,refund,SURAT,0
362,2023-11-09 14:58:35.464490,68013.82,590,refund,HYDERABAD,0
363,2024-08-10 20:49:35.464496,188689.05,734,purchase,DELHI,0
364,2024-08-29 06:44:35.464499,63898.72,989,refund,CHENNAI,0
365,2024-09-18 05:01:35.464503,192245.62,247,purchase,DELHI,0
366,2024-03-10 00:03:35.464506,309148.95,767,cash_out,SURAT,0
367,2024-04-19 15:50:35.464509,349225.8,686,purchase,KOLKATA,0
368,2023-12-26 23:58:35.464513,285270.97,899,purchase,SURAT,0
369,2024-10-10 20:09:35.464516,142461.0,118,purchase,BENGALURU,0
370,2024-05-06 21:45:35.464519,257961.0,906,purchase,HYDERABAD,0
371,2023-10-29 04:09:35.464522,251431.95,789,purchase,BENGALURU,1
372,2024-01-10 15:44:35.464526,284572.2,405,purchase,PUNE,0
